Id;Name;Height;Weight;Age;Position;Jersey;Salary;Birth date;Experience;College;Team
3138160;Caleb Martin;"6' 5""";205 lbs;29;SF;16;$8,149,001;09/28/95;5;Nevada;Dallas Mavericks
2531367;Dwight Powell;"6' 10""";240 lbs;33;C;7;$4,000,000;07/20/91;10;Stanford;Dallas Mavericks
4595400;Olivier-Maxence Prosper;"6' 7""";230 lbs;22;F;8;$2,869,920;07.03.2002;1;Marquette;Dallas Mavericks
6475;Klay Thompson;"6' 5""";220 lbs;35;SG;31;$15,873,016;02.08.1990;11;Washington State;Dallas Mavericks
4278078;P.J. Washington;"6' 6""";230 lbs;26;PF;25;$15,500,000;08/23/98;5;Kentucky;Dallas Mavericks
4397040;Brandon Williams;"6' 1""";190 lbs;25;G;10;0;11/22/99;2;Arizona;Dallas Mavericks
2991235;Steven Adams;"6' 11""";265 lbs;31;C;12;$12,600,000;07/20/93;11;Pittsburgh;Houston Rockets
3155526;Dillon Brooks;"6' 6""";225 lbs;29;SF;9;$22,255,493;01/22/96;7;Oregon;Houston Rockets
4592401;N'Faly Dante;"6' 11""";230 lbs;23;C;3;0;10/19/01;0;Oregon;Houston Rockets
4433192;Tari Eason;"6' 8""";215 lbs;23;F;17;$3,695,160;05.10.2001;2;LSU;Houston Rockets
4437244;Jalen Green;"6' 4""";186 lbs;23;SG;4;$12,483,048;02.09.2002;3;not specified;Houston Rockets
3209;Jeff Green;"6' 8""";235 lbs;38;PF;32;$8,000,000;08/28/86;16;Georgetown;Houston Rockets
3922230;Aaron Holiday;"6' 0""";185 lbs;28;G;0;$4,668,000;09/30/96;6;UCLA;Houston Rockets
3146557;Jock Landale;"6' 11""";255 lbs;29;C;2;$8,000,000;10/25/95;3;Saint Mary's;Houston Rockets
3911893;Jack Mcveigh;"6' 8""";215 lbs;28;G;58;0;06/27/96;0;Nebraska;Houston Rockets
4871144;Alperen Sengun;"6' 11""";243 lbs;22;C;28;$5,424,654;07/25/02;3;not specified;Houston Rockets
4711272;Reed Sheppard;"6' 2""";185 lbs;20;G;15;$10,098,960;06/24/04;0;Kentucky;Houston Rockets
4432639;Jabari Smith Jr.;"6' 10""";220 lbs;21;PF;10;$9,770,880;05/13/03;2;Auburn;Houston Rockets
3136777;Jae'Sean Tate;"6' 4""";230 lbs;29;SF;8;$7,565,217;10/28/95;4;Ohio State;Houston Rockets
4684740;Amen Thompson;"6' 7""";200 lbs;22;F;1;$9,249,960;01/30/03;1;not specified;Houston Rockets
2991230;Fred Vanvleet;"6' 0""";197 lbs;31;PG;5;$42,846,615;02/25/94;8;Wichita State;Houston Rockets
5105592;Cam Whitmore;"6' 7""";230 lbs;20;F;7;$3,379,080;07.08.2004;1;Villanova;Houston Rockets
4397821;Nate Williams;"6' 5""";205 lbs;26;G;19;0;02.12.1999;2;Buffalo;Houston Rockets
2579258;Cody Zeller;"6' 11""";240 lbs;32;C;40;$3,500,000;10.05.1992;11;Indiana;Houston Rockets
4593125;Santi Aldama;"7' 0""";215 lbs;24;PF;7;$3,960,531;01.10.2001;3;Loyola Maryland;Memphis Grizzlies
4277848;Marvin Bagley Iii;"6' 10""";235 lbs;25;PF;35;$12,500,000;03/14/99;6;Duke;Memphis Grizzlies
4066320;Desmond Bane;"6' 5""";215 lbs;26;SG;22;$34,005,250;06/25/98;4;TCU;Memphis Grizzlies
3906665;Brandon Clarke;"6' 8""";215 lbs;28;PF;15;$12,500,000;09/19/96;5;Gonzaga;Memphis Grizzlies
4600663;Zach Edey;"7' 4""";305 lbs;22;C;14;$5,756,880;03/14/02;0;Purdue;Memphis Grizzlies
4065731;Jay Huff;"7' 1""";240 lbs;27;C;30;$2,088,033;08/25/97;3;Virginia;Memphis Grizzlies
5105550;Gg Jackson;"6' 9""";210 lbs;20;F;45;$1,891,857;12/17/04;1;South Carolina;Memphis Grizzlies
4277961;Jaren Jackson Jr.;"6' 10""";242 lbs;25;PF;13;$25,257,798;09/15/99;6;Michigan State;Memphis Grizzlies
5159895;Yuki Kawamura;"5' 8""";159 lbs;23;G;17;0;05.02.2001;0;not specified;Memphis Grizzlies
3913174;Luke Kennard;"6' 5""";206 lbs;28;SG;10;$9,250,000;06/24/96;7;Duke;Memphis Grizzlies
3134932;John Konchar;"6' 5""";210 lbs;28;SG;46;$6,165,000;03/22/96;5;Purdue Fort Wayne;Memphis Grizzlies
4279888;Ja Morant;"6' 2""";174 lbs;25;PG;12;$36,725,670;08.10.1999;5;Murray State;Memphis Grizzlies
4431785;Scotty Pippen Jr.;"6' 1""";170 lbs;24;G;1;$2,087,519;11.10.2000;2;Vanderbilt;Memphis Grizzlies
4592979;Zyon Pullin;"6' 4""";205 lbs;24;G;2;not specified;03.03.2001;0;Florida;Memphis Grizzlies
4433083;Cam Spencer;"6' 4""";205 lbs;24;G;24;0;04.06.2000;0;UConn;Memphis Grizzlies
4066405;Lamar Stevens;"6' 7""";230 lbs;27;F;18;not specified;07.09.1997;4;Penn State;Memphis Grizzlies
5112087;Jaylen Wells;"6' 8""";206 lbs;21;F;0;$1,157,153;08/26/03;0;Washington State;Memphis Grizzlies
4397227;Vince Williams Jr.;"6' 4""";205 lbs;24;G;5;$2,120,693;08/30/00;2;VCU;Memphis Grizzlies
4277869;Jose Alvarado;"6' 0""";179 lbs;26;PG;15;$1,988,598;04.12.1998;3;Georgia Tech;New Orleans Pelicans
4432162;Brandon Boston;"6' 6""";188 lbs;23;SG;11;0;11/28/01;3;Kentucky;New Orleans Pelicans
4431689;Keion Brooks Jr.;"6' 7""";210 lbs;24;SF;0;not specified;08.07.2000;0;Washington;New Orleans Pelicans
4065670;Bruce Brown;"6' 4""";202 lbs;28;SF;0;$23,000,000;08/15/96;6;Miami;New Orleans Pelicans
4278572;Jamal Cain;"6' 6""";191 lbs;25;F;8;0;03/20/99;2;Oakland;New Orleans Pelicans
4683750;Jordan Hawkins;"6' 5""";190 lbs;22;G;24;$4,525,680;04/29/02;1;UConn;New Orleans Pelicans
4277813;Herbert Jones;"6' 7""";206 lbs;26;SF;2;$12,976,362;10.06.1998;3;Alabama;New Orleans Pelicans
4997538;Karlo Matkovic;"6' 10""";231 lbs;23;C;17;$1,407,153;03/30/01;0;not specified;New Orleans Pelicans
2490149;Cj Mccollum;"6' 3""";190 lbs;33;SG;3;$33,333,333;09/19/91;11;Lehigh;New Orleans Pelicans
5061589;Yves Missi;"6' 11""";235 lbs;20;C;21;$3,202,560;05/14/04;0;Baylor;New Orleans Pelicans
4397688;Trey Murphy Iii;"6' 8""";206 lbs;24;SG;25;$5,159,855;06/18/00;3;Virginia;New Orleans Pelicans
3907497;Dejounte Murray;"6' 4""";180 lbs;28;SG;5;$29,535,801;09/19/96;7;Washington;New Orleans Pelicans
2489663;Kelly Olynyk;"6' 11""";240 lbs;33;PF;13;$12,804,878;04/19/91;11;Gonzaga;New Orleans Pelicans
4592686;Antonio Reeves;"6' 5""";205 lbs;24;G;12;$1,157,153;11/20/00;0;Kentucky;New Orleans Pelicans
4432813;Jeremiah Robinson-Earl;"6' 8""";240 lbs;24;F;50;$2,196,970;11.03.2000;3;Villanova;New Orleans Pelicans
4395628;Zion Williamson;"6' 6""";284 lbs;24;PF;1;$36,725,670;07.06.2000;4;Duke;New Orleans Pelicans
6578;Harrison Barnes;"6' 8""";225 lbs;32;SF;40;$18,000,000;05/30/92;12;North Carolina;San Antonio Spurs
4397886;Charles Bassey;"6' 10""";230 lbs;24;C;28;$2,087,519;10/28/00;3;Western Kentucky;San Antonio Spurs
6427;Bismack Biyombo;"6' 8""";255 lbs;32;C;18;not specified;08/28/92;13;not specified;San Antonio Spurs
4565201;Malaki Branham;"6' 4""";180 lbs;21;G;22;$3,217,920;05.12.2003;2;Ohio State;San Antonio Spurs
4845367;Stephon Castle;"6' 6""";215 lbs;20;G;5;$9,131,760;11.01.2004;0;UConn;San Antonio Spurs
4592479;Julian Champagnie;"6' 7""";217 lbs;23;F;30;$3,000,000;06/29/01;2;St. John's;San Antonio Spurs
4397107;David Duke Jr.;"6' 4""";204 lbs;25;G;7;0;10/13/99;3;Providence;San Antonio Spurs
4066259;De'Aaron Fox;"6' 3""";185 lbs;27;PG;4;$34,848,340;12/20/97;7;Kentucky;San Antonio Spurs
4433618;Harrison Ingram;"6' 5""";230 lbs;22;F;55;0;11/27/02;0;North Carolina;San Antonio Spurs
4395723;Keldon Johnson;"6' 5""";220 lbs;25;SF;0;$19,000,000;10.11.1999;5;Kentucky;San Antonio Spurs
4278580;Sandro Mamukelashvili;"6' 9""";240 lbs;25;PF;54;$2,087,519;05/23/99;3;Seton Hall;San Antonio Spurs
3134916;Jordan Mclaughlin;"6' 0""";185 lbs;28;PG;11;$2,087,519;04.09.1996;5;USC;San Antonio Spurs
5177362;Riley Minix;"6' 7""";230 lbs;24;F;27;0;09/22/00;0;Morehead State;San Antonio Spurs
2779;Chris Paul;"6' 0""";175 lbs;39;PG;3;$10,460,000;05.06.1985;19;Wake Forest;San Antonio Spurs
4610139;Jeremy Sochan;"6' 8""";230 lbs;21;F;10;$5,570,040;05/20/03;2;Baylor;San Antonio Spurs
4395630;Devin Vassell;"6' 5""";205 lbs;24;SG;24;$29,347,826;08/23/00;4;Florida State;San Antonio Spurs
5104157;Victor Wembanyama;"7' 3""";235 lbs;21;C;1;$12,768,960;01.04.2004;1;not specified;San Antonio Spurs
4683935;Blake Wesley;"6' 3""";185 lbs;21;G;14;$2,624,280;03/16/03;2;Notre Dame;San Antonio Spurs
